"","title","abstract","year","journal","Annotation"
"10005","What Happens When Wal-Mart Comes to Town: An Empirical Analysis of the Discount Retailing Industry","In the past few decades multistore retailers, especially those with 100 or more stores, have experienced substantial growth. At the same time, there is widely reported public outcry over the impact of these chain stores on other retailers and local communities. This paper develops an empirical model to assess the impact of chain stores on other discount retailers and to quantify the size of the scale economies within a chain. The model has two key features. First, it allows for flexible competition patterns among all players. Second, for chains, it incorporates the scale economies that arise from operating multiple stores in nearby regions. In doing so, the model relaxes the commonly used assumption that entry in different markets is independent. The lattice theory is exploited to solve this complicated entry game among chains and other discount retailers in a large number of markets. It is found that the negative impact of Kmart's presence on Wal-Mart's profit was much stronger in 1988 than in 1997, while the opposite is true for the effect of Wal-Mart's presence on Kmart's profit. Having a chain store in a market makes roughly 50% of the discount stores unprofitable. Wal-Mart's expansion from the late 1980s to the late 1990s explains about 40-50% of the net change in the number of small discount stores and 30-40% for all other discount stores. Scale economies were important for Wal-Mart, but less so for Kmart, and the magnitude did not grow proportionately with the chains' sizes. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10006","An Empirical Model of Growth Through Product Innovation","Productivity differences across firms are large and persistent, but the evidence for worker reallocation as an important source of aggregate productivity growth is mixed. The purpose of this paper is to estimate the structure of an equilibrium model of growth through innovation designed to identify and quantify the role of resource reallocation in the growth process. The model is a version of the Schumpeterian theory of firm evolution and growth developed by Klette and Kortum (2004) extended to allow for firm heterogeneity. The data set is a panel of Danish firms that includes information on value added, employment, and wages. The model's fit is good. The estimated model implies that more productive firms in each cohort grow faster and consequently crowd out less productive firms in steady state. This selection effect accounts for 53% of aggregate growth in the estimated version of the model. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10007","Markov Perfect Industry Dynamics With Many Firms","We propose an approximation method for analyzing Ericson and Pakes (1995)-style dynamic models of imperfect competition. We define a new equilibrium concept that we call oblivious equilibrium, in which each firm is assumed to make decisions based only on its own state and knowledge of the long-run average industry state, but where firms ignore current information about competitors' states. The great advantage of oblivious equilibria is that they are much easier to compute than are Markov perfect equilibria. Moreover, we show that, as the market becomes large, if the equilibrium distribution of firm states obeys a certain ""light-tail"" condition, then oblivious equilibria closely approximate Markov perfect equilibria. This theorem justifies using oblivious equilibria to analyze Markov perfect industry dynamics in Ericson and Pakes (1995)-style models with many firms. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10008","Marginal Contributions and Externalities in the Value","Our concern is the extension of the theory of the Shapley value to problems involving externalities. Using the standard axiom systems behind the Shapley value leads to the identification of bounds on players' payoffs around an ""externality-free"" value. The approach determines the direction and maximum size of Pigouvian-like transfers among players, transfers based on the specific nature of externalities that are compatible with basic normative principles. Examples are provided to illustrate the approach and to draw comparisons with previous literature. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10009","Manipulability of Future-Independent Tests","The difficulties in properly anticipating key economic variables may encourage decision makers to rely on experts' forecasts. Professional forecasters, however, may not be reliable and so their forecasts must be empirically tested. This may induce experts to forecast strategically in order to pass the test. A test can be ignorantly passed if a false expert, with no knowledge of the data-generating process, can pass the test. Many tests that are unlikely to reject correct forecasts can be ignorantly passed. Tests that cannot be ignorantly passed do exist, but these tests must make use of predictions contingent on data not yet observed at the time the forecasts are rejected. Such tests cannot be run if forecasters report only the probability of the next period's events on the basis of the actually observed data. This result shows that it is difficult to dismiss false, but strategic, experts who know how theories are tested. This result also shows an important role that can be played by predictions contingent on data not yet observed. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10010","Why Do People Keep Their Promises? An Experimental Test of Two Explanations -super-1","Numerous psychological and economic experiments have shown that the exchange of promises greatly enhances cooperative behavior in experimental games. This paper seeks to test two theories to explain this effect. The first posits that individuals have a preference for keeping their word. The second assumes that people dislike letting down others' payoff expectations. According to the latter account, promises affect behavior only indirectly, because they lead to changes in the payoff expectations attributed to others. I conduct an experiment designed to distinguish between and test these alternative explanations. The results demonstrate that the effects of promises cannot be accounted for by changes in payoff expectations. This suggests that people have a preference for promise keeping per se. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10011","Designing Realized Kernels to Measure the ex post Variation of Equity Prices in the Presence of Noise","This paper shows how to use realized kernels to carry out efficient feasible inference on the ex post variation of underlying equity prices in the presence of simple models of market frictions. The weights can be chosen to achieve the best possible rate of convergence and to have an asymptotic variance which equals that of the maximum likelihood estimator in the parametric version of this problem. Realized kernels can also be selected to (i) be analyzed using endogenously spaced data such as that in data bases on transactions, (ii) allow for market frictions which are endogenous, and (iii) allow for temporally dependent noise. The finite sample performance of our estimators is studied using simulation, while empirical work illustrates their use in practice. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10012","On the Failure of the Bootstrap for Matching Estimators","Matching estimators are widely used in empirical economics for the evaluation of programs or treatments. Researchers using matching methods often apply the bootstrap to calculate the standard errors. However, no formal justification has been provided for the use of the bootstrap in this setting. In this article, we show that the standard bootstrap is, in general, not valid for matching estimators, even in the simple case with a single continuous covariate where the estimator is root-N consistent and asymptotically normally distributed with zero asymptotic bias. Valid inferential methods in this setting are the analytic asymptotic variance estimator of Abadie and Imbens (2006a) as well as certain modifications of the standard bootstrap, like the subsampling methods in Politis and Romano (1994). Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10013","Identification in Nonparametric Simultaneous Equations Models","This paper provides conditions for identification of functionals in nonparametric simultaneous equations models with nonadditive unobservable random terms. The conditions are derived from a characterization of observational equivalence between models. We show that, in the models considered, observational equivalence can be characterized by a restriction on the rank of a matrix. The use of the new results is exemplified by deriving previously known results about identification in parametric and nonparametric models as well as new results. A stylized method for analyzing identification, which is useful in some situations, is also presented. Copyright 2008 The Econometric Society.",2008,"ECON","Woman"
"10014","Testing Models of Low-Frequency Variability","We develop a framework to assess how successfully standard time series models explain low-frequency variability of a data series. The low-frequency information is extracted by computing a finite number of weighted averages of the original data, where the weights are low-frequency trigonometric series. The properties of these weighted averages are then compared to the asymptotic implications of a number of common time series models. We apply the framework to twenty U.S. macroeconomic and financial time series using frequencies lower than the business cycle. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10015","Limited Information and Advertising in the U.S. Personal Computer Industry","Traditional discrete-choice models assume buyers are aware of all products for sale. In markets where products change rapidly, the full information assumption is untenable. I present a discrete-choice model of limited consumer information, where advertising influences the set of products from which consumers choose to purchase. I apply the model to the U.S. personal computer market where top firms spend over $2 billion annually on advertising. I find estimated markups of 19% over production costs, where top firms advertise more than average and earn higher than average markups. High markups are explained to a large extent by informational asymmetries across consumers, where full information models predict markups of one-fourth the magnitude. I find that estimated product demand curves are biased toward being too elastic under traditional models. I show how to use data on media exposure to improve estimated price elasticities in the absence of micro ad data. Copyright 2008 The Econometric Society.",2008,"ECON","Woman"
"10016","Information and Efficiency in Tender Offers","We analyze tender offers where privately informed shareholders are uncertain about the raider's ability to improve firm value. The raider suffers a ""lemons problem"" in that, for any price offered, only shareholders who are relatively pessimistic about the value of the firm tender their shares. Consequently, the raider finds it too costly to induce shareholders to tender when their information is positive. In the limit as the number of shareholders gets arbitrarily large, when private benefits are relatively low, the tender offer is unsuccessful if the takeover has the potential to create value. The takeover market is therefore inefficient. In contrast, when private benefits of control are high, the tender offer allocates the firm to any value-increasing raider, but may also allow inefficient takeovers to occur. Unlike the case where all information is symmetric, shareholders cannot always extract the entire surplus from the acquisition. Copyright 2008 The Econometric Society.",2008,"ECON","Woman"
"10017","Semiparametric Power Envelopes for Tests of the Unit Root Hypothesis","This paper derives asymptotic power envelopes for tests of the unit root hypothesis in a zero-mean AR(1) model. The power envelopes are derived using the limits of experiments approach and are semiparametric in the sense that the underlying error distribution is treated as an unknown infinite-dimensional nuisance parameter. Adaptation is shown to be possible when the error distribution is known to be symmetric and to be impossible when the error distribution is unrestricted. In the latter case, two conceptually distinct approaches to nuisance parameter elimination are employed in the derivation of the semiparametric power bounds. One of these bounds, derived under an invariance restriction, is shown by example to be sharp, while the other, derived under a similarity restriction, is conjectured not to be globally attainable. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10018","Calibration Results for Non-Expected Utility Theories","Rabin (2000) proved that a low level of risk aversion with respect to small gambles leads to a high, and absurd, level of risk aversion with respect to large gambles. Rabin's arguments strongly depend on expected utility theory, but we show that similar arguments apply to general non-expected utility theories. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10019","Subjective Beliefs and ex ante Trade","We study a definition of subjective beliefs applicable to preferences that allow for the perception of ambiguity, and provide a characterization of such beliefs in terms of market behavior. Using this definition, we derive necessary and sufficient conditions for the efficiency of ex ante trade and show that these conditions follow from the fundamental welfare theorems. When aggregate uncertainty is absent, our results show that full insurance is efficient if and only if agents share some common subjective beliefs. Our results hold for a general class of convex preferences, which contains many functional forms used in applications involving ambiguity and ambiguity aversion. We show how our results can be articulated in the language of these functional forms, confirming results existing in the literature, generating new results, and providing a useful tool for applications. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10020","Identification of Treatment Effects Using Control Functions in Models With Continuous, Endogenous Treatment and Heterogeneous Effects","We use the control function approach to identify the average treatment effect and the effect of treatment on the treated in models with a continuous endogenous regressor whose impact is heterogeneous. We assume a stochastic polynomial restriction on the form of the heterogeneity, but unlike alternative nonparametric control function approaches, our approach does not require large support assumptions. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10021","Comment on: Threshold Autoregressions With a Unit Root","In this paper we revisit the results in Caner and Hansen (2001), where the authors obtained novel limiting distributions of Wald type test statistics for testing for the presence of threshold nonlinearities in autoregressive models containing unit roots. Using the same framework, we obtain a new formulation of the limiting distribution of the Wald statistic for testing for threshold effects, correcting an expression that appeared in the main theorem presented by Caner and Hansen. Subsequently, we show that under a particular scenario that excludes stationary regressors such as lagged dependent variables and despite the presence of a unit root, this same limiting random variable takes a familiar form that is free of nuisance parameters and already tabulated in the literature, thus removing the need to use bootstrap based inferences. This is a novel and unusual occurrence in this literature on testing for the presence of nonlinear dynamics. Copyright 2008 The Econometric Society.",2008,"ECON","No Woman"
"10022","Formal and Informal Risk Sharing in LDCs: Theory and Empirical Evidence","We develop and estimate a model of dynamic interactions in which commitment is limited and contracts are incomplete to explain the patterns of income and consumption growth in village economies of less developed countries. Households can insure each other through both formal contracts and informal agreements, that is, self-enforcing agreements specifying voluntary transfers. This theoretical setting nests the case of complete markets and the case where only informal agreements are available. We derive a system of nonlinear equations for income and consumption growth. A key prediction of our model is that both variables are affected by lagged consumption as a consequence of the interplay of formal and informal contracting possibilities. In a semiparametric setting, we prove identification, derive testable restrictions, and estimate the model with the use of data from Pakistani villages. Empirical results are consistent with the economic arguments. Incentive constraints due to self-enforcement bind with positive probability and formal contracts are used to reduce this probability. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","No Woman"
"10023","Fisher's Information for Discretely Sampled Lévy Processes","This paper studies the asymptotic behavior of Fisher's information for a Lévy process discretely sampled at an increasing frequency. As a result, we derive the optimal rates of convergence of efficient estimators of the different parameters of the process and show that the rates are often nonstandard and differ across parameters. We also show that it is possible to distinguish the continuous part of the process from its jumps part, and even different types of jumps from one another. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","No Woman"
"10024","Asymptotic Properties for a Class of Partially Identified Models","We propose inference procedures for partially identified population features for which the population identification region can be written as a transformation of the Aumann expectation of a properly defined set valued random variable (SVRV). An SVRV is a mapping that associates a set (rather than a real number) with each element of the sample space. Examples of population features in this class include interval-identified scalar parameters, best linear predictors with interval outcome data, and parameters of semiparametric binary models with interval regressor data. We extend the analogy principle to SVRVs and show that the sample analog estimator of the population identification region is given by a transformation of a Minkowski average of SVRVs. Using the results of the mathematics literature on SVRVs, we show that this estimator converges in probability to the population identification region with respect to the Hausdorff distance. We then show that the Hausdorff distance and the directed Hausdorff distance between the population identification region and the estimator, when properly normalized by $\sqrt{n}$ n , converge in distribution to functions of a Gaussian process whose covariance kernel depends on parameters of the population identification region. We provide consistent bootstrap procedures to approximate these limiting distributions. Using similar arguments as those applied for vector valued random variables, we develop a methodology to test assumptions about the true identification region and its subsets. We show that these results can be used to construct a confidence collection and a directed confidence collection. Those are (respectively) collection of sets that, when specified as a null hypothesis for the true value (a subset of values) of the population identification region, cannot be rejected by our tests. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","Woman"
"10025","Measuring Inequity Aversion in a Heterogeneous Population Using Experimental Decisions and Subjective Probabilities","We combine choice data in the ultimatum game with the expectations of proposers elicited by subjective probability questions to estimate a structural model of decision making under uncertainty. The model, estimated using a large representative sample of subjects from the Dutch population, allows both nonlinear preferences for equity and expectations to vary across socioeconomic groups. Our results indicate that inequity aversion to one's own disadvantage is an increasing and concave function of the payoff difference. We also find considerable heterogeneity in the population. Young and highly educated subjects have lower aversion for inequity than other groups. Moreover, the model that uses subjective data on expectations generates much better in- and out-of-sample predictions than a model which assumes that players have rational expectations. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","Woman"
"10026","Equilibrium in Continuous-Time Financial Markets: Endogenously Dynamically Complete Markets","We prove existence of equilibrium in a continuous-time securities market in which the securities are potentially dynamically complete: the number of securities is at least one more than the number of independent sources of uncertainty. We prove that dynamic completeness of the candidate equilibrium price process follows from mild exogenous assumptions on the economic primitives of the model. Our result is universal, rather than generic: dynamic completeness of the candidate equilibrium price process and existence of equilibrium follow from the way information is revealed in a Brownian filtration, and from a mild exogenous nondegeneracy condition on the terminal security dividends. The nondegeneracy condition, which requires that finding one point at which a determinant of a Jacobian matrix of dividends is nonzero, is very easy to check. We find that the equilibrium prices, consumptions, and trading strategies are well-behaved functions of the stochastic process describing the evolution of information. We prove that equilibria of discrete approximations converge to equilibria of the continuous-time economy. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","No Woman"
"10027","Common Learning","Consider two agents who learn the value of an unknown parameter by observing a sequence of private signals. The signals are independent and identically distributed across time but not necessarily across agents. We show that when each agent's signal space is finite, the agents will commonly learn the value of the parameter, that is, that the true value of the parameter will become approximate common knowledge. The essential step in this argument is to express the expectation of one agent's signals, conditional on those of the other agent, in terms of a Markov chain. This allows us to invoke a contraction mapping principle ensuring that if one agent's signals are close to those expected under a particular value of the parameter, then that agent expects the other agent's signals to be even closer to those expected under the parameter value. In contrast, if the agents' observations come from a countably infinite signal space, then this contraction mapping property fails. We show by example that common learning can fail in this case. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","No Woman"
"10028","Simple Efficient Contracts in Complex Environments","This paper studies a general model of holdup in a setting encompassing the models of Segal (1999) and Che and Hausch (1999) among others. It is shown that if renegotiation is modeled as an infinite-horizon noncooperative bargaining game, then, with a simple initial contract, an efficient equilibrium will generally exist. The contract is robust in the sense that it does not depend on fine details of the model. The contract gives authority to one party to set the terms of trade and gives the other party a nonexpiring option to trade at these terms. The difference from standard results arises because the initial contract ensures that the renegotiation game has multiple equilibria; the multiplicity of continuation equilibria can be used to enforce efficient investment. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","No Woman"
"10029","Collusion With Persistent Cost Shocks","We consider a dynamic Bertrand game in which prices are publicly observed and each firm receives a privately observed cost shock in each period. Although cost shocks are independent across firms, within a firm costs follow a first-order Markov process. We analyze the set of collusive equilibria available to firms, emphasizing the best collusive scheme for the firms at the start of the game. In general, there is a trade-off between productive efficiency, whereby the low-cost firm serves the market in a given period, and high prices. We show that when costs are perfectly correlated over time within a firm, if the distribution of costs is log-concave and firms are sufficiently patient, then the optimal collusive scheme entails price rigidity: firms set the same price and share the market equally, regardless of their respective costs. When serial correlation of costs is imperfect, partial productive efficiency is optimal. For the case of two cost types, first-best collusion is possible if the firms are patient relative to the persistence of cost shocks, but not otherwise. We present numerical examples of first-best collusive schemes. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","Woman"
"10030","Comparative Testing of Experts","We show that a simple ""reputation-style"" test can always identify which of two experts is informed about the true distribution. The test presumes no prior knowledge of the true distribution, achieves any desired degree of precision in some fixed finite time, and does not use ""counterfactual"" predictions. Our analysis capitalizes on a result of Fudenberg and Levine (1992) on the rate of convergence of supermartingales. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","No Woman"
"10031","Testing Multiple Forecasters","We consider a cross-calibration test of predictions by multiple potential experts in a stochastic environment. This test checks whether each expert is calibrated conditional on the predictions made by other experts. We show that this test is good in the sense that a true expert-one informed of the true distribution of the process-is guaranteed to pass the test no matter what the other potential experts do, and false experts will fail the test on all but a small (category I) set of true distributions. Furthermore, even when there is no true expert present, a test similar to cross-calibration cannot be simultaneously manipulated by multiple false experts, but at the cost of failing some true experts. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","No Woman"
"10032","Eliciting Risk and Time Preferences","We design experiments to jointly elicit risk and time preferences for the adult Danish population. Since subjects are generally risk averse, we find that joint elicitation provides estimates of discount rates that are significantly lower than those found in previous studies and more in line with what would be considered as a priori reasonable rates. The statistical specification relies on a theoretical framework that involves a latent trade-off between long-run optimization and short-run temptation. Estimation of this specification is undertaken using structural, maximum likelihood methods. Our main results based on exponential discounting are robust to alternative specifications such as hyperbolic discounting. These results have direct implications for attempts to elicit time preferences, as well as debates over the appropriate domain of the utility function when characterizing risk aversion and time consistency. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","No Woman"
"10033","Political Economy of Mechanisms","We study the provision of dynamic incentives to self-interested politicians who control the allocation of resources in the context of the standard neoclassical growth model. Citizens discipline politicians using elections. We show that the need to provide incentives to the politician in power creates political economy distortions in the structure of production, which resemble aggregate tax distortions. We provide conditions under which the political economy distortions persist or disappear in the long run. If the politicians are as patient as the citizens, the best subgame perfect equilibrium leads to an asymptotic allocation where the aggregate distortions arising from political economy disappear. In contrast, when politicians are less patient than the citizens, political economy distortions remain asymptotically and lead to positive aggregate labor and capital taxes. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","No Woman"
"10034","Identifying Social Interactions Through Conditional Variance Restrictions","This paper proposes a new method for identifying social interactions using conditional variance restrictions. The method provides a consistent estimate of the social multiplier when social interactions take the ""linear-in-means"" form (Manski (1993)). When social interactions are not of the linear-in-means form, the estimator, under certain conditions, continues to form the basis of a consistent test of the no social interactions null with correct large sample size. The methods are illustrated using data from the Tennessee class size reduction experiment Project STAR. The application suggests that differences in peer group quality were an important source of individual-level variation in the academic achievement of Project STAR kindergarten students. Copyright Copyright 2008 by The Econometric Society.",2008,"ECON","No Woman"
"10035","Anticipating Regret: Why Fewer Options May Be Better","We study preferences over menus which can be represented as if the agent selects an alternative from a menu and experiences regret if her choice is ex post inferior. Since regret arises from comparisons between the alternative selected and the other available alternatives, our axioms reflect the agent's desire to limit her options. We prove that our representation is essentially unique. We also introduce two measures of comparative regret attitudes and relate them to our representation. Finally, we explore the formal connection between the present work and the literature on temptation. Copyright The Econometric Society 2008.",2008,"ECON","No Woman"
"10036","Admissibility in Games","Suppose that each player in a game is rational, each player thinks the other players are rational, and so on. Also, suppose that rationality is taken to incorporate an admissibility requirement-that is, the avoidance of weakly dominated strategies. Which strategies can be played? We provide an epistemic framework in which to address this question. Specifically, we formulate conditions of rationality and mth-order assumption of rationality (RmAR) and rationality and common assumption of rationality (RCAR). We show that (i) RCAR is characterized by a solution concept we call a ""self-admissible set""; (ii) in a ""complete"" type structure, RmAR is characterized by the set of strategies that survive m+1 rounds of elimination of inadmissible strategies; (iii) under certain conditions, RCAR is impossible in a complete structure. Copyright The Econometric Society 2008.",2008,"ECON","Woman"
"10037","Limited Rationality and Strategic Interaction: The Impact of the Strategic Environment on Nominal Inertia","Much evidence suggests that people are heterogeneous with regard to their abilities to make rational, forward-looking decisions. This raises the question as to when the rational types are decisive for aggregate outcomes and when the boundedly rational types shape aggregate results. We examine this question in the context of a long-standing and important economic problem: the adjustment of nominal prices after an anticipated monetary shock. Our experiments suggest that two types of bounded rationality-money illusion and anchoring-are important behavioral forces behind nominal inertia. However, depending on the strategic environment, bounded rationality has vastly different effects on aggregate price adjustment. If agents' actions are strategic substitutes, adjustment to the new equilibrium is extremely quick, whereas under strategic complementarity, adjustment is both very slow and associated with relatively large real effects. This adjustment difference is driven by price expectations, which are very flexible and forward-looking under substitutability but adaptive and sticky under complementarity. Moreover, subjects' expectations are also considerably more rational under substitutability. Copyright The Econometric Society 2008.",2008,"ECON","No Woman"
"10038","Idiosyncratic Shocks and the Role of Nonconvexities in Plant and Aggregate Investment Dynamics","We study a model of lumpy investment wherein establishments face persistent shocks to common and plant-specific productivity, and nonconvex adjustment costs lead them to pursue generalized (S, s) investment rules. We allow persistent heterogeneity in both capital and total factor productivity alongside low-level investments exempt from adjustment costs to develop the first model consistent with the cross-sectional distribution of establishment investment rates. Examining the implications of lumpy investment for aggregate dynamics in this setting, we find that they remain substantial when factor supply considerations are ignored, but are quantitatively irrelevant in general equilibrium. Copyright The Econometric Society 2008.",2008,"ECON","Woman"
"10039","Investment Reversibility and Agency Cost of Debt","Previous research has argued that debt financing affects equity-holders' investment decisions, producing substantial inefficiency. This paper shows that the size of this inefficiency depends on the degree of investment reversibility. In a dynamic model of financing and investment, the paper provides an upper bound for the inefficiency produced by debt financing. The upper bound is decreasing in the degree of investment reversibility and is zero when investment is perfectly reversible. Copyright The Econometric Society 2008.",2008,"ECON","No Woman"
"10040","Computing the Distributions of Economic Models via Simulation","We study a Monte Carlo algorithm for computing marginal and stationary densities of stochastic models with the Markov property, establishing global asymptotic normality and O(n^(1/2)) convergence. Asymptotic normality is used to derive error bounds in terms of the distribution of the norm deviation. Copyright The Econometric Society 2008.",2008,"ECON","No Woman"
"10041","Two Questions about European Unemployment","A general equilibrium search model makes layoff costs affect the aggregate unemployment rate in ways that depend on equilibrium proportions of frictional and structural unemployment that in turn depend on the generosity of government unemployment benefits and skill losses among newly displaced workers. The model explains how, before the 1970s, lower flows into unemployment gave Europe lower unemployment rates than the United States and also how, after 1980, higher durations have kept unemployment rates in Europe persistently higher than in the United States. These outcomes arise from the way Europe's higher firing costs and more generous unemployment compensation make its unemployment rate respond to bigger skill losses among newly displaced workers. Those bigger skill losses also explain why U.S. workers have experienced more earnings volatility since 1980 and why, especially among older workers, hazard rates of gaining employment in Europe now fall sharply with increases in the duration of unemployment. Copyright The Econometric Society 2008.",2008,"ECON","No Woman"
"10042","Revealed Altruism","This paper develops a nonparametric theory of preferences over one's own and others' monetary payoffs. We introduce ""more altruistic than"" (MAT), a partial ordering over such preferences, and interpret it with known parametric models. We also introduce and illustrate ""more generous than"" (MGT), a partial ordering over opportunity sets. Several recent studies focus on two-player extensive form games of complete information in which the first mover (FM) chooses a more or less generous opportunity set for the second mover (SM). Here reciprocity can be formalized as the assertion that an MGT choice by the FM will elicit MAT preferences in the SM. A further assertion is that the effect on preferences is stronger for acts of commission by FM than for acts of omission. We state and prove propositions on the observable consequences of these assertions. Finally, empirical support for the propositions is found in existing data from investment and dictator games, the carrot and stick game, and the Stackelberg duopoly game and in new data from Stackelberg mini-games. Copyright The Econometric Society 2008.",2008,"ECON","Woman"
"10043","Experientia Docet: Professionals Play Minimax in Laboratory Experiments","We study how professional players and college students play zero-sum two-person strategic games in a laboratory setting. We first ask professionals to play a 2 × 2 game that is formally identical to a strategic interaction situation that they face in their natural environment. Consistent with their behavior in the field, they play very close to the equilibrium of the game. In particular, (i) they equate their strategies' payoffs to the equilibrium ones and (ii) they generate sequences of choices that are serially independent. In sharp contrast, however, we find that college students play the game far from the equilibrium predictions. We then study the behavior of professional players and college students in the classic O'Neill 4 × 4 zero-sum game, a game that none of the subjects has encountered previously, and find the same differences in the behavior of these two pools of subjects. The transfer of skills and experience from the familiar field to the unfamiliar laboratory observed for professional players is relevant to evaluate the circumstances under which behavior in a laboratory setting may be a reliable indicator of behavior in a naturally occurring setting. From a cognitive perspective, it is useful for research on recognition processes, intuition, and similarity as a basis for inductive reasoning. Copyright The Econometric Society 2008.",2008,"ECON","No Woman"
"10044","Selecting Cheap-Talk Equilibria","There are typically multiple equilibrium outcomes in the Crawford-Sobel (CS) model of strategic information transmission. This paper identifies a simple condition on equilibrium payoffs, called NITS (no incentive to separate), that selects among CS equilibria. Under a commonly used regularity condition, only the equilibrium with the maximal number of induced actions satisfies NITS. We discuss various justifications for NITS, including perturbed cheap-talk games with nonstrategic players or costly lying. We also apply NITS to other models of cheap talk, illustrating its potential beyond the CS framework. Copyright The Econometric Society 2008.",2008,"ECON","No Woman"
"10045","A Model of Utility Smoothing","Experimental studies have found that a decision maker prefers spreading good and bad outcomes evenly over time. We propose, in an axiomatic framework, a new model of discount factors that captures this preference for spread. The model provides a refinement of the discounted utility model while maintaining dynamic consistency. The derived discount factors incorporate gain/loss asymmetry recursively: the difference between average future utility and current utility defines a gain or a loss, and gains are discounted more than losses. This notion of utility smoothing can induce a preference for spread: if bad outcomes are concentrated on future periods, moving one of the bad outcomes to today would be beneficial because such an operation eliminates a large loss and replaces it with a small gain. Copyright The Econometric Society 2008.",2008,"ECON","No Woman"
"10046","Heteroskedasticity-Robust Standard Errors for Fixed Effects Panel Data Regression","The conventional heteroskedasticity-robust (HR) variance matrix estimator for cross-sectional regression (with or without a degrees-of-freedom adjustment), applied to the fixed-effects estimator for panel data with serially uncorrelated errors, is inconsistent if the number of time periods T is fixed (and greater than 2) as the number of entities n increases. We provide a bias-adjusted HR estimator that is nT-consistent under any sequences (n, T) in which n and/or T increase to infinity. This estimator can be extended to handle serial correlation of fixed order. Copyright The Econometric Society 2008.",2008,"ECON","No Woman"
"10047","Optimal Bandwidth Selection in Heteroskedasticity-Autocorrelation Robust Testing","This paper considers studentized tests in time series regressions with nonparametrically autocorrelated errors. The studentization is based on robust standard errors with truncation lag M=bT for some constant b is an element of (0, 1] and sample size T. It is shown that the nonstandard fixed-b limit distributions of such nonparametrically studentized tests provide more accurate approximations to the finite sample distributions than the standard small-b limit distribution. We further show that, for typical economic time series, the optimal bandwidth that minimizes a weighted average of type I and type II errors is larger by an order of magnitude than the bandwidth that minimizes the asymptotic mean squared error of the corresponding long-run variance estimator. A plug-in procedure for implementing this optimal bandwidth is suggested and simulations (not reported here) confirm that the new plug-in procedure works well in finite samples. Copyright The Econometric Society 2008.",2008,"ECON","No Woman"
"10048","Instrumental Variable Treatment of Nonclassical Measurement Error Models","While the literature on nonclassical measurement error traditionally relies on the availability of an auxiliary data set containing correctly measured observations, we establish that the availability of instruments enables the identification of a large class of nonclassical nonlinear errors-in-variables models with continuously distributed variables. Our main identifying assumption is that, conditional on the value of the true regressors, some ""measure of location"" of the distribution of the measurement error (e.g., its mean, mode, or median) is equal to zero. The proposed approach relies on the eigenvalue-eigenfunction decomposition of an integral operator associated with specific joint probability densities. The main identifying assumption is used to ""index"" the eigenfunctions so that the decomposition is unique. We propose a convenient sieve-based estimator, derive its asymptotic properties, and investigate its finite-sample behavior through Monte Carlo simulations. Copyright The Econometric Society 2008.",2008,"ECON","Woman"
"10049","A Quantitative Theory of Unsecured Consumer Credit with Risk of Default","We study, theoretically and quantitatively, the general equilibrium of an economy in which households smooth consumption by means of both a riskless asset and unsecured loans with the option to default. The default option resembles a bankruptcy filing under Chapter 7 of the U.S. Bankruptcy Code. Competitive financial intermediaries offer a menu of loan sizes and interest rates wherein each loan makes zero profits. We prove the existence of a steady-state equilibrium and characterize the circumstances under which a household defaults on its loans. We show that our model accounts for the main statistics regarding bankruptcy and unsecured credit while matching key macroeconomic aggregates, and the earnings and wealth distributions. We use this model to address the implications of a recent policy change that introduces a form of ""means testing"" for households contemplating a Chapter 7 bankruptcy filing. We find that this policy change yields large welfare gains. Copyright The Econometric Society 2007.",2007,"ECON","No Woman"
